transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status,rag_text,year,month,week,weekday,hour,is_refund,is_failed
JO-2504-2652-27621,Y Mall,Y Mall Dabouq,2025-02-13 11:44:00,0.16,2.16,Sale,Failed,Transaction ID JO-2504-2652-27621 at Y Mall (Y Mall Dabouq) on 13/02/2025 11:44 was a Sale of 2.16 JOD with 0.16 JOD tax. Status: Failed.,2025,2,7,Thursday,11,False,True
JO-2504-9269-63944,Z Mall,Z Mall Gardens,2025-02-13 11:18:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-9269-63944 at Z Mall (Z Mall Gardens) on 13/02/2025 11:18 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Thursday,11,False,True
JO-2504-6543-63825,Y Mall,Y Mall Dabouq,2025-02-13 11:17:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-6543-63825 at Y Mall (Y Mall Dabouq) on 13/02/2025 11:17 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Thursday,11,False,True
JO-2504-1742-27726,C Mall,C Mall Irbid,2025-02-13 11:13:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-1742-27726 at C Mall (C Mall Irbid) on 13/02/2025 11:13 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Thursday,11,False,True
JO-2504-3672-24403,Y Mall,Y Mall Shmeisani,2025-02-13 11:01:00,0.84,11.34,Sale,Failed,Transaction ID JO-2504-3672-24403 at Y Mall (Y Mall Shmeisani) on 13/02/2025 11:01 was a Sale of 11.34 JOD with 0.84 JOD tax. Status: Failed.,2025,2,7,Thursday,11,False,True
JO-2504-9719-69755,C Mall,C Mall Irbid,2025-02-12 19:09:00,1.32,17.91,Sale,Failed,Transaction ID JO-2504-9719-69755 at C Mall (C Mall Irbid) on 12/02/2025 19:09 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Failed.,2025,2,7,Wednesday,19,False,True
JO-2504-7304-26998,Z Mall,Z Mall Gardens,2025-02-12 19:05:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-7304-26998 at Z Mall (Z Mall Gardens) on 12/02/2025 19:05 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,19,False,True
JO-2504-5250-82409,Z Mall,Z Mall Al Jubeiha,2025-02-12 19:01:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-5250-82409 at Z Mall (Z Mall Al Jubeiha) on 12/02/2025 19:01 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,19,False,True
JO-2504-2365-62562,Z Mall,Z Mall Gardens,2025-02-12 19:00:00,0.82,11.01,Sale,Failed,Transaction ID JO-2504-2365-62562 at Z Mall (Z Mall Gardens) on 12/02/2025 19:00 was a Sale of 11.01 JOD with 0.82 JOD tax. Status: Failed.,2025,2,7,Wednesday,19,False,True
JO-2504-5542-38922,Z Mall,Z Mall Al Bayader,2025-02-12 17:18:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-5542-38922 at Z Mall (Z Mall Al Bayader) on 12/02/2025 17:18 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,17,False,True
JO-2504-6713-33177,Z Mall,Z Mall Al Jubeiha,2025-02-12 17:04:00,0.07,0.96,Sale,Failed,Transaction ID JO-2504-6713-33177 at Z Mall (Z Mall Al Jubeiha) on 12/02/2025 17:04 was a Sale of 0.96 JOD with 0.07 JOD tax. Status: Failed.,2025,2,7,Wednesday,17,False,True
JO-2504-1978-54206,Z Mall,Z Mall Gardens,2025-02-12 16:48:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-1978-54206 at Z Mall (Z Mall Gardens) on 12/02/2025 16:48 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,16,False,True
JO-2504-8456-65365,Y Mall,Y Mall Shmeisani,2025-02-12 16:37:00,0.67,9.07,Sale,Failed,Transaction ID JO-2504-8456-65365 at Y Mall (Y Mall Shmeisani) on 12/02/2025 16:37 was a Sale of 9.07 JOD with 0.67 JOD tax. Status: Failed.,2025,2,7,Wednesday,16,False,True
JO-2504-1473-88488,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 16:36:00,0.87,11.79,Sale,Failed,Transaction ID JO-2504-1473-88488 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 16:36 was a Sale of 11.79 JOD with 0.87 JOD tax. Status: Failed.,2025,2,7,Wednesday,16,False,True
JO-2504-9482-53468,Y Mall,Y Mall Dabouq,2025-02-12 15:29:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-9482-53468 at Y Mall (Y Mall Dabouq) on 12/02/2025 15:29 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,15,False,True
JO-2504-7038-85516,C Mall,C Mall Aqaba,2025-02-12 15:26:00,1.32,17.91,Sale,Failed,Transaction ID JO-2504-7038-85516 at C Mall (C Mall Aqaba) on 12/02/2025 15:26 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Failed.,2025,2,7,Wednesday,15,False,True
JO-2504-4096-28624,C Mall,C Mall Irbid,2025-02-12 15:25:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-4096-28624 at C Mall (C Mall Irbid) on 12/02/2025 15:25 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,15,False,True
JO-2504-3991-21198,Z Mall,Z Mall Al Jubeiha,2025-02-12 15:24:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-3991-21198 at Z Mall (Z Mall Al Jubeiha) on 12/02/2025 15:24 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,15,False,True
JO-2504-7342-26004,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 15:22:00,0.36,4.88,Sale,Failed,Transaction ID JO-2504-7342-26004 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 15:22 was a Sale of 4.88 JOD with 0.36 JOD tax. Status: Failed.,2025,2,7,Wednesday,15,False,True
JO-2504-5049-90370,Y Mall,Y Mall Dabouq,2025-02-12 15:07:00,0.37,4.99,Sale,Failed,Transaction ID JO-2504-5049-90370 at Y Mall (Y Mall Dabouq) on 12/02/2025 15:07 was a Sale of 4.99 JOD with 0.37 JOD tax. Status: Failed.,2025,2,7,Wednesday,15,False,True
JO-2504-3135-55700,Z Mall,Z Mall Al Bayader,2025-02-12 14:33:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-3135-55700 at Z Mall (Z Mall Al Bayader) on 12/02/2025 14:33 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-2781-81216,Z Mall,Z Mall Al Bayader,2025-02-12 14:32:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-2781-81216 at Z Mall (Z Mall Al Bayader) on 12/02/2025 14:32 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-3083-57763,Y Mall,Y Mall Shmeisani,2025-02-12 14:22:00,0.25,3.4,Sale,Failed,Transaction ID JO-2504-3083-57763 at Y Mall (Y Mall Shmeisani) on 12/02/2025 14:22 was a Sale of 3.4 JOD with 0.25 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-8567-62739,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 14:21:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-8567-62739 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 14:21 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-5482-21247,C Mall,C Mall Aqaba,2025-02-12 14:19:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-5482-21247 at C Mall (C Mall Aqaba) on 12/02/2025 14:19 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-7736-76815,C Mall,C Mall Irbid,2025-02-12 14:10:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-7736-76815 at C Mall (C Mall Irbid) on 12/02/2025 14:10 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-9004-43033,Y Mall,Y Mall Dabouq,2025-02-12 14:04:00,1.3,17.58,Sale,Failed,Transaction ID JO-2504-9004-43033 at Y Mall (Y Mall Dabouq) on 12/02/2025 14:04 was a Sale of 17.58 JOD with 1.3 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-7211-67778,Z Mall,Z Mall Gardens,2025-02-12 14:02:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-7211-67778 at Z Mall (Z Mall Gardens) on 12/02/2025 14:02 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,14,False,True
JO-2504-9009-82027,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 13:55:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-9009-82027 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 13:55 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,13,False,True
JO-2504-8194-71384,C Mall,C Mall Aqaba,2025-02-12 13:55:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-8194-71384 at C Mall (C Mall Aqaba) on 12/02/2025 13:55 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,13,False,True
JO-2504-1961-10227,C Mall,C Mall Aqaba,2025-02-12 13:49:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-1961-10227 at C Mall (C Mall Aqaba) on 12/02/2025 13:49 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,13,False,True
JO-2504-6501-62072,Z Mall,Z Mall Al Jubeiha,2025-02-12 13:40:00,1.03,13.86,Sale,Failed,Transaction ID JO-2504-6501-62072 at Z Mall (Z Mall Al Jubeiha) on 12/02/2025 13:40 was a Sale of 13.86 JOD with 1.03 JOD tax. Status: Failed.,2025,2,7,Wednesday,13,False,True
JO-2504-2007-32181,Y Mall,Y Mall Dabouq,2025-02-12 13:29:00,0.41,5.56,Sale,Failed,Transaction ID JO-2504-2007-32181 at Y Mall (Y Mall Dabouq) on 12/02/2025 13:29 was a Sale of 5.56 JOD with 0.41 JOD tax. Status: Failed.,2025,2,7,Wednesday,13,False,True
JO-2504-7281-29209,Z Mall,Z Mall Al Jubeiha,2025-02-12 13:24:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-7281-29209 at Z Mall (Z Mall Al Jubeiha) on 12/02/2025 13:24 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,13,False,True
JO-2504-3762-71708,C Mall,C Mall Aqaba,2025-02-12 13:11:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-3762-71708 at C Mall (C Mall Aqaba) on 12/02/2025 13:11 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,13,False,True
JO-2504-8578-44172,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 12:35:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-8578-44172 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 12:35 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-3473-88451,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 12:34:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-3473-88451 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 12:34 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-6355-80188,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 12:34:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-6355-80188 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 12:34 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-7596-74234,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 12:32:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-7596-74234 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 12:32 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-9347-18575,C Mall,C Mall Aqaba,2025-02-12 12:18:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-9347-18575 at C Mall (C Mall Aqaba) on 12/02/2025 12:18 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-3466-73293,C Mall,C Mall Irbid,2025-02-12 12:12:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-3466-73293 at C Mall (C Mall Irbid) on 12/02/2025 12:12 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-4743-76092,Y Mall,Y Mall Shmeisani,2025-02-12 12:03:00,0.44,5.97,Sale,Failed,Transaction ID JO-2504-4743-76092 at Y Mall (Y Mall Shmeisani) on 12/02/2025 12:03 was a Sale of 5.97 JOD with 0.44 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-1469-32135,Z Mall,Z Mall Al Bayader,2025-02-12 12:00:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-1469-32135 at Z Mall (Z Mall Al Bayader) on 12/02/2025 12:00 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,12,False,True
JO-2504-8486-33087,Z Mall,Z Mall Gardens,2025-02-12 11:37:00,0.52,7.07,Sale,Failed,Transaction ID JO-2504-8486-33087 at Z Mall (Z Mall Gardens) on 12/02/2025 11:37 was a Sale of 7.07 JOD with 0.52 JOD tax. Status: Failed.,2025,2,7,Wednesday,11,False,True
JO-2504-7143-65336,C Mall,C Mall Irbid,2025-02-12 11:33:00,0.66,8.91,Sale,Failed,Transaction ID JO-2504-7143-65336 at C Mall (C Mall Irbid) on 12/02/2025 11:33 was a Sale of 8.91 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,11,False,True
JO-2504-6259-79480,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 11:15:00,0.24,3.27,Sale,Failed,Transaction ID JO-2504-6259-79480 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 11:15 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Failed.,2025,2,7,Wednesday,11,False,True
JO-2504-9496-66084,C Mall,C Mall Amman,2025-02-12 11:04:00,0.66,8.96,Sale,Failed,Transaction ID JO-2504-9496-66084 at C Mall (C Mall Amman) on 12/02/2025 11:04 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Failed.,2025,2,7,Wednesday,11,False,True
JO-2504-6034-44326,Y Mall,Y Mall Tla'a Al-Ali,2025-02-12 10:59:00,0.72,9.82,Sale,Failed,Transaction ID JO-2504-6034-44326 at Y Mall (Y Mall Tla'a Al-Ali) on 12/02/2025 10:59 was a Sale of 9.82 JOD with 0.72 JOD tax. Status: Failed.,2025,2,7,Wednesday,10,False,True
JO-2504-4025-87512,C Mall,C Mall Aqaba,2025-02-12 10:52:00,0.81,11.0,Sale,Failed,Transaction ID JO-2504-4025-87512 at C Mall (C Mall Aqaba) on 12/02/2025 10:52 was a Sale of 11.0 JOD with 0.81 JOD tax. Status: Failed.,2025,2,7,Wednesday,10,False,True
JO-2504-7535-90632,C Mall,C Mall Irbid,2025-02-11 19:52:00,0.28,3.8,Sale,Failed,Transaction ID JO-2504-7535-90632 at C Mall (C Mall Irbid) on 11/02/2025 19:52 was a Sale of 3.8 JOD with 0.28 JOD tax. Status: Failed.,2025,2,7,Tuesday,19,False,True
JO-2504-1604-73290,Y Mall,Y Mall Tla'a Al-Ali,2025-02-11 17:58:00,1.16,15.57,Sale,Failed,Transaction ID JO-2504-1604-73290 at Y Mall (Y Mall Tla'a Al-Ali) on 11/02/2025 17:58 was a Sale of 15.57 JOD with 1.16 JOD tax. Status: Failed.,2025,2,7,Tuesday,17,False,True
JO-2504-6959-32258,Y Mall,Y Mall Tla'a Al-Ali,2025-02-11 17:55:00,0.48,6.55,Sale,Failed,Transaction ID JO-2504-6959-32258 at Y Mall (Y Mall Tla'a Al-Ali) on 11/02/2025 17:55 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Failed.,2025,2,7,Tuesday,17,False,True
JO-2504-9063-38419,Y Mall,Y Mall Dabouq,2025-02-11 17:41:00,0.6,8.11,Sale,Failed,Transaction ID JO-2504-9063-38419 at Y Mall (Y Mall Dabouq) on 11/02/2025 17:41 was a Sale of 8.11 JOD with 0.6 JOD tax. Status: Failed.,2025,2,7,Tuesday,17,False,True
JO-2504-9439-49130,Y Mall,Y Mall Dabouq,2025-02-11 17:35:00,0.48,6.57,Sale,Failed,Transaction ID JO-2504-9439-49130 at Y Mall (Y Mall Dabouq) on 11/02/2025 17:35 was a Sale of 6.57 JOD with 0.48 JOD tax. Status: Failed.,2025,2,7,Tuesday,17,False,True
JO-2504-2806-37877,Y Mall,Y Mall Shmeisani,2025-02-11 17:07:00,0.26,3.57,Sale,Failed,Transaction ID JO-2504-2806-37877 at Y Mall (Y Mall Shmeisani) on 11/02/2025 17:07 was a Sale of 3.57 JOD with 0.26 JOD tax. Status: Failed.,2025,2,7,Tuesday,17,False,True
JO-2504-8846-95642,Z Mall,Z Mall Gardens,2025-02-11 16:59:00,1.48,20.03,Sale,Failed,Transaction ID JO-2504-8846-95642 at Z Mall (Z Mall Gardens) on 11/02/2025 16:59 was a Sale of 20.03 JOD with 1.48 JOD tax. Status: Failed.,2025,2,7,Tuesday,16,False,True
JO-2504-3934-73219,C Mall,C Mall Irbid,2025-02-11 16:27:00,0.98,13.27,Sale,Failed,Transaction ID JO-2504-3934-73219 at C Mall (C Mall Irbid) on 11/02/2025 16:27 was a Sale of 13.27 JOD with 0.98 JOD tax. Status: Failed.,2025,2,7,Tuesday,16,False,True
JO-2504-4968-52900,C Mall,C Mall Amman,2025-02-11 16:13:00,0.36,4.88,Sale,Failed,Transaction ID JO-2504-4968-52900 at C Mall (C Mall Amman) on 11/02/2025 16:13 was a Sale of 4.88 JOD with 0.36 JOD tax. Status: Failed.,2025,2,7,Tuesday,16,False,True
JO-2504-5291-12660,C Mall,C Mall Aqaba,2025-02-11 16:12:00,0.45,6.07,Sale,Completed,Transaction ID JO-2504-5291-12660 at C Mall (C Mall Aqaba) on 11/02/2025 16:12 was a Sale of 6.07 JOD with 0.45 JOD tax. Status: Completed.,2025,2,7,Tuesday,16,False,False
JO-2504-8492-34817,Z Mall,Z Mall Al Bayader,2025-02-11 16:10:00,0.6,8.11,Sale,Completed,Transaction ID JO-2504-8492-34817 at Z Mall (Z Mall Al Bayader) on 11/02/2025 16:10 was a Sale of 8.11 JOD with 0.6 JOD tax. Status: Completed.,2025,2,7,Tuesday,16,False,False
JO-2504-7755-36118,C Mall,C Mall Irbid,2025-02-11 16:07:00,0.45,6.07,Sale,Completed,Transaction ID JO-2504-7755-36118 at C Mall (C Mall Irbid) on 11/02/2025 16:07 was a Sale of 6.07 JOD with 0.45 JOD tax. Status: Completed.,2025,2,7,Tuesday,16,False,False
JO-2504-8019-54113,Y Mall,Y Mall Dabouq,2025-02-11 15:50:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8019-54113 at Y Mall (Y Mall Dabouq) on 11/02/2025 15:50 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,False,False
JO-2504-6453-83400,Z Mall,Z Mall Al Bayader,2025-02-11 15:47:00,0.11,1.58,Sale,Completed,Transaction ID JO-2504-6453-83400 at Z Mall (Z Mall Al Bayader) on 11/02/2025 15:47 was a Sale of 1.58 JOD with 0.11 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,False,False
JO-2504-5823-29988,Z Mall,Z Mall Al Bayader,2025-02-11 15:33:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-5823-29988 at Z Mall (Z Mall Al Bayader) on 11/02/2025 15:33 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,False,False
JO-2504-1246-66375,Z Mall,Z Mall Gardens,2025-02-11 15:31:00,0.25,3.4,Sale,Completed,Transaction ID JO-2504-1246-66375 at Z Mall (Z Mall Gardens) on 11/02/2025 15:31 was a Sale of 3.4 JOD with 0.25 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,False,False
JO-2504-2541-38560,C Mall,C Mall Irbid,2025-02-11 15:18:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-2541-38560 at C Mall (C Mall Irbid) on 11/02/2025 15:18 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,False,False
JO-2504-3154-69633,Z Mall,Z Mall Al Jubeiha,2025-02-11 15:17:00,1.65,22.36,Sale,Completed,Transaction ID JO-2504-3154-69633 at Z Mall (Z Mall Al Jubeiha) on 11/02/2025 15:17 was a Sale of 22.36 JOD with 1.65 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,False,False
JO-2504-2485-12385,C Mall,C Mall Amman,2025-02-11 15:11:00,0.47,6.4,Refund,Completed,Transaction ID JO-2504-2485-12385 at C Mall (C Mall Amman) on 11/02/2025 15:11 was a Refund of 6.4 JOD with 0.47 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,True,False
JO-2504-3291-97273,Y Mall,Y Mall Dabouq,2025-02-11 15:07:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-3291-97273 at Y Mall (Y Mall Dabouq) on 11/02/2025 15:07 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,15,False,False
JO-2504-6933-71668,Y Mall,Y Mall Shmeisani,2025-02-11 14:54:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6933-71668 at Y Mall (Y Mall Shmeisani) on 11/02/2025 14:54 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,14,False,False
JO-2504-4467-92457,Z Mall,Z Mall Al Bayader,2025-02-11 14:49:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-4467-92457 at Z Mall (Z Mall Al Bayader) on 11/02/2025 14:49 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Tuesday,14,False,False
JO-2504-9887-49830,Y Mall,Y Mall Shmeisani,2025-02-11 14:48:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9887-49830 at Y Mall (Y Mall Shmeisani) on 11/02/2025 14:48 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Tuesday,14,False,False
JO-2504-8236-61884,Y Mall,Y Mall Shmeisani,2025-02-11 14:06:00,1.59,21.54,Sale,Completed,Transaction ID JO-2504-8236-61884 at Y Mall (Y Mall Shmeisani) on 11/02/2025 14:06 was a Sale of 21.54 JOD with 1.59 JOD tax. Status: Completed.,2025,2,7,Tuesday,14,False,False
JO-2504-5064-26964,Y Mall,Y Mall Tla'a Al-Ali,2025-02-11 13:40:00,0.77,10.43,Sale,Completed,Transaction ID JO-2504-5064-26964 at Y Mall (Y Mall Tla'a Al-Ali) on 11/02/2025 13:40 was a Sale of 10.43 JOD with 0.77 JOD tax. Status: Completed.,2025,2,7,Tuesday,13,False,False
JO-2504-9289-14932,Y Mall,Y Mall Dabouq,2025-02-11 13:39:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9289-14932 at Y Mall (Y Mall Dabouq) on 11/02/2025 13:39 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Tuesday,13,False,False
JO-2504-6149-43488,Z Mall,Z Mall Al Bayader,2025-02-11 13:36:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-6149-43488 at Z Mall (Z Mall Al Bayader) on 11/02/2025 13:36 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,2,7,Tuesday,13,False,False
JO-2504-6822-39597,C Mall,C Mall Aqaba,2025-02-11 13:25:00,0.65,8.79,Sale,Completed,Transaction ID JO-2504-6822-39597 at C Mall (C Mall Aqaba) on 11/02/2025 13:25 was a Sale of 8.79 JOD with 0.65 JOD tax. Status: Completed.,2025,2,7,Tuesday,13,False,False
JO-2504-3144-50307,C Mall,C Mall Amman,2025-02-11 13:18:00,0.11,1.48,Sale,Completed,Transaction ID JO-2504-3144-50307 at C Mall (C Mall Amman) on 11/02/2025 13:18 was a Sale of 1.48 JOD with 0.11 JOD tax. Status: Completed.,2025,2,7,Tuesday,13,False,False
JO-2504-3124-45990,Z Mall,Z Mall Gardens,2025-02-11 12:50:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-3124-45990 at Z Mall (Z Mall Gardens) on 11/02/2025 12:50 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,12,False,False
JO-2504-2187-63799,Y Mall,Y Mall Dabouq,2025-02-11 12:37:00,0.24,3.27,Refund,Completed,Transaction ID JO-2504-2187-63799 at Y Mall (Y Mall Dabouq) on 11/02/2025 12:37 was a Refund of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,12,True,False
JO-2504-3188-85833,Z Mall,Z Mall Al Jubeiha,2025-02-11 12:33:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-3188-85833 at Z Mall (Z Mall Al Jubeiha) on 11/02/2025 12:33 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,12,False,False
JO-2504-8785-20696,Y Mall,Y Mall Tla'a Al-Ali,2025-02-11 12:18:00,0.48,6.49,Sale,Completed,Transaction ID JO-2504-8785-20696 at Y Mall (Y Mall Tla'a Al-Ali) on 11/02/2025 12:18 was a Sale of 6.49 JOD with 0.48 JOD tax. Status: Completed.,2025,2,7,Tuesday,12,False,False
JO-2504-9245-69430,C Mall,C Mall Amman,2025-02-11 12:12:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-9245-69430 at C Mall (C Mall Amman) on 11/02/2025 12:12 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Tuesday,12,False,False
JO-2504-2521-57834,C Mall,C Mall Irbid,2025-02-11 11:58:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-2521-57834 at C Mall (C Mall Irbid) on 11/02/2025 11:58 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Tuesday,11,False,False
JO-2504-3827-76338,Y Mall,Y Mall Tla'a Al-Ali,2025-02-11 11:54:00,0.7,9.47,Sale,Completed,Transaction ID JO-2504-3827-76338 at Y Mall (Y Mall Tla'a Al-Ali) on 11/02/2025 11:54 was a Sale of 9.47 JOD with 0.7 JOD tax. Status: Completed.,2025,2,7,Tuesday,11,False,False
JO-2504-4636-68894,Y Mall,Y Mall Shmeisani,2025-02-11 11:29:00,0.12,1.56,Sale,Completed,Transaction ID JO-2504-4636-68894 at Y Mall (Y Mall Shmeisani) on 11/02/2025 11:29 was a Sale of 1.56 JOD with 0.12 JOD tax. Status: Completed.,2025,2,7,Tuesday,11,False,False
